"X","module","Gene.stable.ID","corr","Gene.name","tf_member","member"
32,"magenta","ENSGALG00000009875",-0.132972660497036,"HMGA2","magenta_ENSGALG00000009875","no"
33,"brown4","ENSGALG00000029135",0.0339872956692013,"YEATS4","brown4_ENSGALG00000029135","no"
34,"magenta","ENSGALG00000029135",0.0342740730620009,"YEATS4","magenta_ENSGALG00000029135","no"
35,"brown4","ENSGALG00000019352",0.0071348279206434,"ENSGALG00000019352","brown4_ENSGALG00000019352","no"
36,"magenta","ENSGALG00000019352",-0.0107446537975876,"ENSGALG00000019352","magenta_ENSGALG00000019352","no"
37,"brown4","ENSGALG00000031340",-0.0211501241717894,"E2F7","brown4_ENSGALG00000031340","no"
38,"magenta","ENSGALG00000031340",0.000867612466948556,"E2F7","magenta_ENSGALG00000031340","no"
39,"brown4","ENSGALG00000010320",0.281478166557746,"PAWR","brown4_ENSGALG00000010320","no"
40,"magenta","ENSGALG00000010320",0.415476441484712,"PAWR","magenta_ENSGALG00000010320","yes"
41,"brown4","ENSGALG00000010936",-0.0215210775492076,"MYF6","brown4_ENSGALG00000010936","no"
42,"magenta","ENSGALG00000010936",-0.0199588122418016,"MYF6","magenta_ENSGALG00000010936","no"
43,"brown4","ENSGALG00000028091",-0.00202607004048107,"MYF5","brown4_ENSGALG00000028091","no"
44,"magenta","ENSGALG00000028091",0.00689790280102213,"MYF5","magenta_ENSGALG00000028091","no"
45,"brown4","ENSGALG00000027213",-0.00533662839867954,"ALX1","brown4_ENSGALG00000027213","no"
46,"magenta","ENSGALG00000027213",-0.00273560073016693,"ALX1","magenta_ENSGALG00000027213","no"
47,"brown4","ENSGALG00000011327",-0.00923625834527507,"NR2C1","brown4_ENSGALG00000011327","no"
48,"magenta","ENSGALG00000011327",0.00560306045171255,"NR2C1","magenta_ENSGALG00000011327","no"
49,"brown4","ENSGALG00000043701",-0.0445299629639647,"ELK3","brown4_ENSGALG00000043701","no"
50,"magenta","ENSGALG00000043701",0.0466309388168246,"ELK3","magenta_ENSGALG00000043701","no"
51,"brown4","ENSGALG00000011594",-0.0056639146023488,"NR1H4","brown4_ENSGALG00000011594","no"
52,"magenta","ENSGALG00000011594",-0.00577894783611342,"NR1H4","magenta_ENSGALG00000011594","no"
53,"brown4","ENSGALG00000041687",-0.0563888005597475,"SREBF2","brown4_ENSGALG00000041687","no"
54,"magenta","ENSGALG00000041687",-0.059420051643887,"SREBF2","magenta_ENSGALG00000041687","no"
55,"brown4","ENSGALG00000030101",0.231665084515638,"CSDC2","brown4_ENSGALG00000030101","no"
56,"magenta","ENSGALG00000030101",0.237490419316277,"CSDC2","magenta_ENSGALG00000030101","no"
57,"brown4","ENSGALG00000011958",0.0247393917708192,"TEF","brown4_ENSGALG00000011958","no"
58,"magenta","ENSGALG00000011958",-0.00093851164573493,"TEF","magenta_ENSGALG00000011958","no"
59,"brown4","ENSGALG00000011992",0.00853012014920817,"EP300","brown4_ENSGALG00000011992","no"
60,"magenta","ENSGALG00000011992",-0.000576432330287595,"EP300","magenta_ENSGALG00000011992","no"
61,"brown4","ENSGALG00000012135",-0.0078032063748976,"ATF4","brown4_ENSGALG00000012135","no"
62,"magenta","ENSGALG00000012135",0.059616098814705,"ATF4","magenta_ENSGALG00000012135","no"
63,"brown4","ENSGALG00000012277",-0.0290646010504727,"MAFF","brown4_ENSGALG00000012277","no"
64,"magenta","ENSGALG00000012277",-0.0149115606192742,"MAFF","magenta_ENSGALG00000012277","no"
65,"brown4","ENSGALG00000012290",-0.437576550062637,"SOX10","brown4_ENSGALG00000012290","no"
66,"magenta","ENSGALG00000012290",-0.274694194631138,"SOX10","magenta_ENSGALG00000012290","no"
67,"brown4","ENSGALG00000044768",0.0117579722025331,"ENSGALG00000044768","brown4_ENSGALG00000044768","no"
68,"magenta","ENSGALG00000044768",0.00493059619370186,"ENSGALG00000044768","magenta_ENSGALG00000044768","no"
69,"brown4","ENSGALG00000012619",0.0392975288734997,"PRDM4","brown4_ENSGALG00000012619","no"
70,"magenta","ENSGALG00000012619",0.011193547725997,"PRDM4","magenta_ENSGALG00000012619","no"
71,"brown4","ENSGALG00000012647",0.252407411891966,"RFX4","brown4_ENSGALG00000012647","no"
72,"magenta","ENSGALG00000012647",0.406543950455759,"RFX4","magenta_ENSGALG00000012647","no"
73,"brown4","ENSGALG00000041193",0.0478678962820479,"NFYB","brown4_ENSGALG00000041193","no"
74,"magenta","ENSGALG00000041193",0.0216264840829534,"NFYB","magenta_ENSGALG00000041193","no"
75,"brown4","ENSGALG00000037082",-0.163871221726918,"ASCL1","brown4_ENSGALG00000037082","no"
76,"magenta","ENSGALG00000037082",-0.0920524243766546,"ASCL1","magenta_ENSGALG00000037082","no"
77,"brown4","ENSGALG00000054799",0.0169786926994586,"SPIC","brown4_ENSGALG00000054799","no"
78,"magenta","ENSGALG00000054799",0.0146284300611117,"SPIC","magenta_ENSGALG00000054799","no"
79,"brown4","ENSGALG00000046187",-0.0341184525099073,"PARP12","brown4_ENSGALG00000046187","no"
80,"magenta","ENSGALG00000046187",-0.0226207934923089,"PARP12","magenta_ENSGALG00000046187","no"
81,"brown4","ENSGALG00000012796",0.0844623687472451,"KIAA1549","brown4_ENSGALG00000012796","no"
82,"magenta","ENSGALG00000012796",-0.0648635377334654,"KIAA1549","magenta_ENSGALG00000012796","no"
83,"brown4","ENSGALG00000012877",-0.187541930429847,"CREB3L2","brown4_ENSGALG00000012877","no"
84,"magenta","ENSGALG00000012877",-0.0808937052356517,"CREB3L2","magenta_ENSGALG00000012877","no"
85,"brown4","ENSGALG00000012986",0.0534715725600769,"KDM5A","brown4_ENSGALG00000012986","no"
86,"magenta","ENSGALG00000012986",0.0428834974563603,"KDM5A","magenta_ENSGALG00000012986","no"
87,"brown4","ENSGALG00000038026",-0.0367746732003008,"AEBP2","brown4_ENSGALG00000038026","no"
88,"magenta","ENSGALG00000038026",-0.0309950924329886,"AEBP2","magenta_ENSGALG00000038026","no"
89,"brown4","ENSGALG00000032768",-0.218007285249616,"SOX5","brown4_ENSGALG00000032768","no"
90,"magenta","ENSGALG00000032768",-0.168653116796822,"SOX5","magenta_ENSGALG00000032768","no"
91,"brown4","ENSGALG00000048539",0.315821049416727,"BHLHE41","brown4_ENSGALG00000048539","no"
92,"magenta","ENSGALG00000048539",0.455476590284952,"BHLHE41","magenta_ENSGALG00000048539","no"
93,"brown4","ENSGALG00000014096",-0.0412036567584414,"ARNTL2","brown4_ENSGALG00000014096","no"
94,"magenta","ENSGALG00000014096",-0.0237216618176829,"ARNTL2","magenta_ENSGALG00000014096","no"
95,"brown4","ENSGALG00000041470",-0.0757585681702997,"PPARA","brown4_ENSGALG00000041470","no"
96,"magenta","ENSGALG00000041470",-0.063054641909565,"PPARA","magenta_ENSGALG00000041470","no"
97,"brown4","ENSGALG00000012921",0.02980508198099,"ETV6","brown4_ENSGALG00000012921","no"
98,"magenta","ENSGALG00000012921",0.000346348602343576,"ETV6","magenta_ENSGALG00000012921","no"
99,"brown4","ENSGALG00000037030",0.065003510163316,"CREBL2","brown4_ENSGALG00000037030","no"
100,"magenta","ENSGALG00000037030",-0.0036466633065422,"CREBL2","magenta_ENSGALG00000037030","no"
101,"brown4","ENSGALG00000043916",-0.00275724723168454,"ENSGALG00000043916","brown4_ENSGALG00000043916","no"
102,"magenta","ENSGALG00000043916",-0.00741378378345077,"ENSGALG00000043916","magenta_ENSGALG00000043916","no"
103,"brown4","ENSGALG00000014342",0.0380243274581203,"TEAD4","brown4_ENSGALG00000014342","no"
104,"magenta","ENSGALG00000014342",0.103055585233417,"TEAD4","magenta_ENSGALG00000014342","no"
105,"brown4","ENSGALG00000013424",0.050166704568436,"TULP3","brown4_ENSGALG00000013424","no"
106,"magenta","ENSGALG00000013424",0.0291199526827633,"TULP3","magenta_ENSGALG00000013424","no"
107,"brown4","ENSGALG00000013420",-0.0792174420729471,"FOXM1","brown4_ENSGALG00000013420","no"
108,"magenta","ENSGALG00000013420",-0.0195788796444494,"FOXM1","magenta_ENSGALG00000013420","no"
109,"brown4","ENSGALG00000014329",0.0371834497503615,"FOXJ2","brown4_ENSGALG00000014329","no"
110,"magenta","ENSGALG00000014329",-0.00563387558022397,"FOXJ2","magenta_ENSGALG00000014329","no"
111,"brown4","ENSGALG00000032599",0.0409250759544151,"ZNF384","brown4_ENSGALG00000032599","no"
112,"magenta","ENSGALG00000032599",0.0294490402065569,"ZNF384","magenta_ENSGALG00000032599","no"
113,"brown4","ENSGALG00000031890",-0.124447621824015,"YBX3","brown4_ENSGALG00000031890","no"
114,"magenta","ENSGALG00000031890",0.19334621721653,"YBX3","magenta_ENSGALG00000031890","no"
115,"brown4","ENSGALG00000014776",0.0396327525713258,"TBX15","brown4_ENSGALG00000014776","no"
116,"magenta","ENSGALG00000014776",0.0753626814976687,"TBX15","magenta_ENSGALG00000014776","no"
117,"brown4","ENSGALG00000031560",0.0306857253828864,"USF3","brown4_ENSGALG00000031560","no"
118,"magenta","ENSGALG00000031560",0.0188906426268845,"USF3","magenta_ENSGALG00000031560","no"
119,"brown4","ENSGALG00000033432",0.118489310901023,"NHLH2","brown4_ENSGALG00000033432","no"
120,"magenta","ENSGALG00000033432",-0.0662304390646799,"NHLH2","magenta_ENSGALG00000033432","no"
121,"brown4","ENSGALG00000015094",0.144916110488677,"ZBTB20","brown4_ENSGALG00000015094","no"
122,"magenta","ENSGALG00000015094",0.0299793759354681,"ZBTB20","magenta_ENSGALG00000015094","no"
123,"brown4","ENSGALG00000015225",0.0306457324713644,"BLZF1","brown4_ENSGALG00000015225","no"
124,"magenta","ENSGALG00000015225",0.0617717615577728,"BLZF1","magenta_ENSGALG00000015225","no"
125,"brown4","ENSGALG00000015244",0.0272108503870309,"TBX19","brown4_ENSGALG00000015244","no"
126,"magenta","ENSGALG00000015244",-0.0109486705129567,"TBX19","magenta_ENSGALG00000015244","no"
127,"brown4","ENSGALG00000015249",-0.0205613373605243,"ENSGALG00000015249","brown4_ENSGALG00000015249","no"
128,"magenta","ENSGALG00000015249",0.021921959171406,"ENSGALG00000015249","magenta_ENSGALG00000015249","no"
129,"brown4","ENSGALG00000015334",0.0534043454251278,"ZBTB11","brown4_ENSGALG00000015334","no"
130,"magenta","ENSGALG00000015334",0.0328681000579394,"ZBTB11","magenta_ENSGALG00000015334","no"
131,"brown4","ENSGALG00000015353",-0.0132102072061629,"BBX","brown4_ENSGALG00000015353","no"
132,"magenta","ENSGALG00000015353",0.0279259977224533,"BBX","magenta_ENSGALG00000015353","no"
133,"brown4","ENSGALG00000022866",-0.0206507198848139,"ZNF654","brown4_ENSGALG00000022866","no"
134,"magenta","ENSGALG00000022866",-0.0260798279836451,"ZNF654","magenta_ENSGALG00000022866","no"
135,"brown4","ENSGALG00000015446",0.00242670671391614,"POU2F1","brown4_ENSGALG00000015446","no"
136,"magenta","ENSGALG00000015446",-0.036680227720044,"POU2F1","magenta_ENSGALG00000015446","no"
137,"brown4","ENSGALG00000019211",0.0131824432079543,"MAEL","brown4_ENSGALG00000019211","no"
138,"magenta","ENSGALG00000019211",0.00869416247095864,"MAEL","magenta_ENSGALG00000019211","no"
139,"brown4","ENSGALG00000015459",0.0402424964029321,"ZFP92","brown4_ENSGALG00000015459","no"
140,"magenta","ENSGALG00000015459",-0.0212044135241457,"ZFP92","magenta_ENSGALG00000015459","no"
141,"brown4","ENSGALG00000015495",0.0275869465297932,"POU1F1","brown4_ENSGALG00000015495","no"
142,"magenta","ENSGALG00000015495",0.00242818642986461,"POU1F1","magenta_ENSGALG00000015495","no"
143,"brown4","ENSGALG00000015763",0.0036699354244003,"GABPA","brown4_ENSGALG00000015763","no"
144,"magenta","ENSGALG00000015763",0.071487420005389,"GABPA","magenta_ENSGALG00000015763","no"
145,"brown4","ENSGALG00000015828",-0.00982359202569328,"BACH1","brown4_ENSGALG00000015828","no"
146,"magenta","ENSGALG00000015828",0.0109845011729508,"BACH1","magenta_ENSGALG00000015828","no"
147,"brown4","ENSGALG00000036833",-0.00151363933968227,"PAXBP1","brown4_ENSGALG00000036833","no"
148,"magenta","ENSGALG00000036833",-0.0277727642441919,"PAXBP1","magenta_ENSGALG00000036833","no"
149,"brown4","ENSGALG00000031010",-0.557433545642998,"OLIG2","brown4_ENSGALG00000031010","no"
150,"magenta","ENSGALG00000031010",-0.370218679380011,"OLIG2","magenta_ENSGALG00000031010","no"
151,"brown4","ENSGALG00000016022",-0.0175433104836323,"RUNX1","brown4_ENSGALG00000016022","no"
152,"magenta","ENSGALG00000016022",-0.0147961314082079,"RUNX1","magenta_ENSGALG00000016022","no"
153,"brown4","ENSGALG00000016044",-0.00507194881511858,"SIM2","brown4_ENSGALG00000016044","no"
154,"magenta","ENSGALG00000016044",0.0133348729265116,"SIM2","magenta_ENSGALG00000016044","no"
155,"brown4","ENSGALG00000016058",-0.0535188929971787,"ERG","brown4_ENSGALG00000016058","no"
156,"magenta","ENSGALG00000016058",-0.0148798447801965,"ERG","magenta_ENSGALG00000016058","no"
157,"brown4","ENSGALG00000016059",-0.112318644793804,"ETS2","brown4_ENSGALG00000016059","no"
158,"magenta","ENSGALG00000016059",-0.0528436943591945,"ETS2","magenta_ENSGALG00000016059","no"
159,"brown4","ENSGALG00000019178",0.0698762657368888,"PRDM15","brown4_ENSGALG00000019178","no"
160,"magenta","ENSGALG00000019178",0.0162680587427016,"PRDM15","magenta_ENSGALG00000019178","no"
161,"brown4","ENSGALG00000016147",-0.00621132567404093,"ZBTB21","brown4_ENSGALG00000016147","no"
162,"magenta","ENSGALG00000016147",-0.00822108813866029,"ZBTB21","magenta_ENSGALG00000016147","no"
163,"brown4","ENSGALG00000016191",0.158395722841817,"PKNOX1","brown4_ENSGALG00000016191","no"
164,"magenta","ENSGALG00000016191",-0.0447180078283125,"PKNOX1","magenta_ENSGALG00000016191","no"
165,"brown4","ENSGALG00000016287",0.196994453468893,"NR0B1","brown4_ENSGALG00000016287","no"
166,"magenta","ENSGALG00000016287",0.2204905123966,"NR0B1","magenta_ENSGALG00000016287","no"
167,"brown4","ENSGALG00000042604",0.034844767476264,"ARX","brown4_ENSGALG00000042604","no"
168,"magenta","ENSGALG00000042604",0.0520324427371398,"ARX","magenta_ENSGALG00000042604","no"
169,"brown4","ENSGALG00000016327",-0.0224782077717875,"ENSGALG00000016327","brown4_ENSGALG00000016327","no"
170,"magenta","ENSGALG00000016327",-0.00201998464439287,"ENSGALG00000016327","magenta_ENSGALG00000016327","no"
171,"brown4","ENSGALG00000016382",0.0135680193377202,"MBTPS2","brown4_ENSGALG00000016382","no"
172,"magenta","ENSGALG00000016382",-0.0307078053852588,"MBTPS2","magenta_ENSGALG00000016382","no"
173,"brown4","ENSGALG00000016767",0.191798407292915,"AFF3","brown4_ENSGALG00000016767","no"
174,"magenta","ENSGALG00000016767",0.20520570737603,"AFF3","magenta_ENSGALG00000016767","no"
175,"brown4","ENSGALG00000016774",0.0142322229807162,"NPAS2","brown4_ENSGALG00000016774","no"
176,"magenta","ENSGALG00000016774",0.0128333665064064,"NPAS2","magenta_ENSGALG00000016774","no"
177,"brown4","ENSGALG00000045388",0.0127518276294947,"RFX8","brown4_ENSGALG00000045388","no"
178,"magenta","ENSGALG00000045388",-0.00420175390575049,"RFX8","magenta_ENSGALG00000045388","no"
179,"brown4","ENSGALG00000033739",0.0213632206157367,"POU3F3","brown4_ENSGALG00000033739","no"
180,"magenta","ENSGALG00000033739",0.0871017837894024,"POU3F3","magenta_ENSGALG00000033739","no"
181,"brown4","ENSGALG00000016813",0.00452472364875223,"CHAMP1","brown4_ENSGALG00000016813","no"
182,"magenta","ENSGALG00000016813",-0.0120818800187828,"CHAMP1","magenta_ENSGALG00000016813","no"
183,"brown4","ENSGALG00000016823",-0.0749152154308266,"TFDP1","brown4_ENSGALG00000016823","no"
184,"magenta","ENSGALG00000016823",0.0628181738259631,"TFDP1","magenta_ENSGALG00000016823","no"
185,"brown4","ENSGALG00000030353",0.0259310059596017,"SOX1","brown4_ENSGALG00000030353","no"
186,"magenta","ENSGALG00000030353",-0.00463936554654068,"SOX1","magenta_ENSGALG00000030353","no"
187,"brown4","ENSGALG00000041083",0.289267167249674,"ZIC2","brown4_ENSGALG00000041083","no"
188,"magenta","ENSGALG00000041083",0.381820586043644,"ZIC2","magenta_ENSGALG00000041083","no"
189,"brown4","ENSGALG00000034197",0.33013047352302,"ZIC5","brown4_ENSGALG00000034197","no"
190,"magenta","ENSGALG00000034197",0.415240403519674,"ZIC5","magenta_ENSGALG00000034197","no"
191,"brown4","ENSGALG00000016895",0.00152886299672271,"DZIP1","brown4_ENSGALG00000016895","no"
192,"magenta","ENSGALG00000016895",0.0438468248886751,"DZIP1","magenta_ENSGALG00000016895","no"
193,"brown4","ENSGALG00000035157",-0.085131470609085,"SOX21","brown4_ENSGALG00000035157","no"
194,"magenta","ENSGALG00000035157",-0.0782536011766967,"SOX21","magenta_ENSGALG00000035157","no"
195,"brown4","ENSGALG00000035441",0.0997548178114783,"POU4F1","brown4_ENSGALG00000035441","no"
196,"magenta","ENSGALG00000035441",-0.0363676248866232,"POU4F1","magenta_ENSGALG00000035441","no"
197,"brown4","ENSGALG00000016926",0.0438833270356006,"KLF12","brown4_ENSGALG00000016926","no"
198,"magenta","ENSGALG00000016926",0.0202206024927453,"KLF12","magenta_ENSGALG00000016926","no"
199,"brown4","ENSGALG00000016927",0.022137934356386,"KLF5","brown4_ENSGALG00000016927","no"
200,"magenta","ENSGALG00000016927",0.0225654719622683,"KLF5","magenta_ENSGALG00000016927","no"
201,"brown4","ENSGALG00000037015",0.156745281234024,"DACH1","brown4_ENSGALG00000037015","no"
202,"magenta","ENSGALG00000037015",0.0817330927138229,"DACH1","magenta_ENSGALG00000037015","no"
203,"brown4","ENSGALG00000016947",-0.0743334543724989,"ELF1","brown4_ENSGALG00000016947","no"
204,"magenta","ENSGALG00000016947",-0.00594495654755747,"ELF1","magenta_ENSGALG00000016947","no"
205,"brown4","ENSGALG00000016971",0.0534261808276916,"ENSGALG00000016971","brown4_ENSGALG00000016971","no"
206,"magenta","ENSGALG00000016971",0.0487216619724785,"ENSGALG00000016971","magenta_ENSGALG00000016971","no"
207,"brown4","ENSGALG00000016972",0.0100885044715083,"NUFIP1","brown4_ENSGALG00000016972","no"
208,"magenta","ENSGALG00000016972",0.0315575347589998,"NUFIP1","magenta_ENSGALG00000016972","no"
209,"brown4","ENSGALG00000017006",0.0971745299029178,"SETDB2","brown4_ENSGALG00000017006","no"
210,"magenta","ENSGALG00000017006",0.128421109184163,"SETDB2","magenta_ENSGALG00000017006","no"
211,"brown4","ENSGALG00000017034",-0.0461386623362582,"FOXO1","brown4_ENSGALG00000017034","no"
212,"magenta","ENSGALG00000017034",-0.0527924338965437,"FOXO1","magenta_ENSGALG00000017034","no"
213,"brown4","ENSGALG00000017050",0.0380438766355387,"SMAD9","brown4_ENSGALG00000017050","no"
214,"magenta","ENSGALG00000017050",0.0506627213865905,"SMAD9","magenta_ENSGALG00000017050","no"
215,"brown4","ENSGALG00000042875",-0.158434691297554,"HMGB1","brown4_ENSGALG00000042875","no"
216,"magenta","ENSGALG00000042875",-0.104981998116871,"HMGB1","magenta_ENSGALG00000042875","no"
217,"brown4","ENSGALG00000029779",-0.162616598931685,"GSX1","brown4_ENSGALG00000029779","no"
218,"magenta","ENSGALG00000029779",-0.098125827102448,"GSX1","magenta_ENSGALG00000029779","no"
219,"brown4","ENSGALG00000017098",0.0233219011970249,"GTF3A","brown4_ENSGALG00000017098","no"
220,"magenta","ENSGALG00000017098",0.0345379283853453,"GTF3A","magenta_ENSGALG00000017098","no"
221,"brown4","ENSGALG00000017195",0.0499152822750306,"PGR","brown4_ENSGALG00000017195","no"
222,"magenta","ENSGALG00000017195",-0.0087963462415893,"PGR","magenta_ENSGALG00000017195","no"
223,"brown4","ENSGALG00000000838",0.0585142953311839,"THAP12","brown4_ENSGALG00000000838","no"
224,"magenta","ENSGALG00000000838",0.102109257489444,"THAP12","magenta_ENSGALG00000000838","no"
225,"brown4","ENSGALG00000042241",0.0503689174488392,"GBX1","brown4_ENSGALG00000042241","no"
226,"magenta","ENSGALG00000042241",-0.0269131823715971,"GBX1","magenta_ENSGALG00000042241","no"
227,"brown4","ENSGALG00000045908",0.00793948530172326,"ENSGALG00000045908","brown4_ENSGALG00000045908","no"
228,"magenta","ENSGALG00000045908",0.00566400642707504,"ENSGALG00000045908","magenta_ENSGALG00000045908","no"
229,"brown4","ENSGALG00000038926",0.0333953644811188,"ENSGALG00000038926","brown4_ENSGALG00000038926","no"
230,"magenta","ENSGALG00000038926",0.06742001359789,"ENSGALG00000038926","magenta_ENSGALG00000038926","no"
231,"brown4","ENSGALG00000053653",-0.00214052036184665,"ZNF467","brown4_ENSGALG00000053653","no"
232,"magenta","ENSGALG00000053653",0.00795732016331304,"ZNF467","magenta_ENSGALG00000053653","no"
233,"brown4","ENSGALG00000042908",-0.00683037850786545,"CTC-575C13.4","brown4_ENSGALG00000042908","no"
234,"magenta","ENSGALG00000042908",-0.0143850314913421,"CTC-575C13.4","magenta_ENSGALG00000042908","no"
235,"brown4","ENSGALG00000044014",-0.0167987389253145,"ENSGALG00000044014","brown4_ENSGALG00000044014","no"
236,"magenta","ENSGALG00000044014",-0.038299068047468,"ENSGALG00000044014","magenta_ENSGALG00000044014","no"
237,"brown4","ENSGALG00000034903",0.0338616774544312,"ENSGALG00000034903","brown4_ENSGALG00000034903","no"
238,"magenta","ENSGALG00000034903",0.0110374022192715,"ENSGALG00000034903","magenta_ENSGALG00000034903","no"
239,"brown4","ENSGALG00000044098",0.0125425137246162,"ENSGALG00000044098","brown4_ENSGALG00000044098","no"
240,"magenta","ENSGALG00000044098",0.0304526291561138,"ENSGALG00000044098","magenta_ENSGALG00000044098","no"
241,"brown4","ENSGALG00000036870",0.0980686706791796,"ZNF767","brown4_ENSGALG00000036870","no"
242,"magenta","ENSGALG00000036870",0.0820136216075059,"ZNF767","magenta_ENSGALG00000036870","no"
243,"brown4","ENSGALG00000039048",0.00269706792087898,"ZNF282","brown4_ENSGALG00000039048","no"
244,"magenta","ENSGALG00000039048",-0.00285240110858581,"ZNF282","magenta_ENSGALG00000039048","no"
245,"brown4","ENSGALG00000038657",-0.00597750450448196,"ZNF777","brown4_ENSGALG00000038657","no"
246,"magenta","ENSGALG00000038657",-0.017068716187004,"ZNF777","magenta_ENSGALG00000038657","no"
247,"brown4","ENSGALG00000032642",0.00866124514100834,"SMARCC1","brown4_ENSGALG00000032642","no"
248,"magenta","ENSGALG00000032642",0.021068863408794,"SMARCC1","magenta_ENSGALG00000032642","no"
249,"brown4","ENSGALG00000005287",0.062167022097657,"ZBTB47","brown4_ENSGALG00000005287","no"
250,"magenta","ENSGALG00000005287",-0.00249711506946467,"ZBTB47","magenta_ENSGALG00000005287","no"
251,"brown4","ENSGALG00000005661",-0.0191504986023452,"ENSGALG00000005661","brown4_ENSGALG00000005661","no"
252,"magenta","ENSGALG00000005661",-0.0178367831337608,"ENSGALG00000005661","magenta_ENSGALG00000005661","no"
253,"brown4","ENSGALG00000027905",0.176926264392934,"CSRNP1","brown4_ENSGALG00000027905","no"
254,"magenta","ENSGALG00000027905",0.256574658201338,"CSRNP1","magenta_ENSGALG00000027905","no"
255,"brown4","ENSGALG00000049653",-0.0522596569391397,"KMT2C","brown4_ENSGALG00000049653","no"
256,"magenta","ENSGALG00000049653",-0.0680183604711576,"KMT2C","magenta_ENSGALG00000049653","no"
257,"brown4","ENSGALG00000041295",0.00420493130622294,"EN2","brown4_ENSGALG00000041295","no"
258,"magenta","ENSGALG00000041295",0.0111849689702047,"EN2","magenta_ENSGALG00000041295","no"
259,"brown4","ENSGALG00000041154",-0.00250233313809641,"MNX1","brown4_ENSGALG00000041154","no"
260,"magenta","ENSGALG00000041154",0.00290098437897405,"MNX1","magenta_ENSGALG00000041154","no"
261,"brown4","ENSGALG00000033178",-0.0183307825954425,"KLF6","brown4_ENSGALG00000033178","no"
262,"magenta","ENSGALG00000033178",0.0420426983604799,"KLF6","magenta_ENSGALG00000033178","no"
263,"brown4","ENSGALG00000007082",0.111526168814122,"CREM","brown4_ENSGALG00000007082","no"
264,"magenta","ENSGALG00000007082",0.233282064769116,"CREM","magenta_ENSGALG00000007082","no"
265,"brown4","ENSGALG00000007260",-0.13686948372295,"ZEB1","brown4_ENSGALG00000007260","no"
266,"magenta","ENSGALG00000007260",0.00452123883704654,"ZEB1","magenta_ENSGALG00000007260","no"
